year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2010,Biutiful,tt1164999,R,148,Drama|Romance,7.5,58,"This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move.",71560,5100000,2011-02-04,127,287,3441,0,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,2,Best Performance by an Actor in a Leading Role|Best Foreign Language Film of the Year,0,,1,Best Foreign Language Film,0,,2,Best Leading Actor|Best Film not in the English Language,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,2011,2,4,5
2013,The Hobbit: The Desolation of Smaug,tt1170358,PG-13,161,Adventure|Fantasy,7.9000001,66,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",501493,258360000,2013-12-13,959,511,418,0,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,Best Achievement in Sound Mixing|Best Achievement in Visual Effects|Best Achievement in Sound Editing,0,,0,,0,,2,Best Make Up/Hair|Best Special Visual Effects,0,,0,,0,,5,Best Art Direction|Best Costume Design|Best Makeup|Best Visual Effects|Best Actress in an Action Movie,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,1,Excellence in Fantasy Film,0,,6,Best Voice-Over Performance|Best Production Design|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Most Cinematic Moment,0,,0,,0,,1,Favorite Year End Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Original Score,0,,0,,0,,0,,0,,0,,2013,12,13,5
2015,Demolition,tt1172049,R,101,Drama,7.0,49,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",49886,1820000,2016-04-08,92,204,269,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,4,8,5
2008,Revanche,tt1173745,Not Rated,121,Crime|Drama|Romance,7.5999999,84,Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.,11561,,2008-05-16,44,127,,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,2008,5,16,5
2009,An Education,tt1174732,PG-13,100,Drama,7.30000019,85,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",114346,12570000,2010-02-05,241,279,2183,5,36,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,3,Best Motion Picture of the Year|Best Performance by an Actress in a Leading Role|Best Adapted Screenplay,0,,1,Best Performance by an Actress in a Motion Picture - Drama,1,Best Leading Actress,8,Best Leading Actress||Best Film|Best Screenplay - Adapted|Best Supporting Actor|Best Costume Design|Best Make Up & Hair|Best Director,0,,2,Outstanding Performance by a Female Actor in a Leading Role|Outstanding Performance by a Cast in a Motion Picture,0,,4,"Best Picture|Best Actress|Best Supporting Actor|Best Screenplay, Adapted",0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,1,Best Breakthrough Performance - Female,8,"Best Breakthrough Performance - Female|Best Actress|Best Ensemble|Best Casting|Best Writing, Screenplay Based on Material from Another Medium|Best Music, Original Song|Best Costume Design|Best Titles Sequence",0,,1,Best Actress,0,,0,,1,British Actress of the Year,7,British Actress of the Year|Actress of the Year|Screenwriter of the Year|British Film of the Year|British Supporting Actor of the Year|British Supporting Actress of the Year|British Supporting Actress of the Year,0,,0,,1,Actress of the Year,1,Actress of the Year,0,,0,,1,Best Actress,1,Best Actress,0,,0,,0,,1,Best Actress,0,,1,Best Actress,2010,2,5,5
2010,All Good Things,tt1175709,R,101,Crime|Drama|Mystery,6.30000019,57,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",42900,580000,2010-12-09,69,139,1674,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,12,9,4
2016,10 Cloverfield Lane,tt1179933,PG-13,104,Drama|Horror|Mystery,7.30000019,76,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",169084,71900000,2016-03-11,505,453,104,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Sci-Fi/Horror Movie,0,,1,Outstanding Directorial Achievement of a First-Time Feature Film Director,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best First Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Supporting Actor|Best Science-Fiction/Horror Film,0,,0,,0,,0,,0,,0,,2016,3,11,5
2011,The Lincoln Lawyer,tt1189340,R,118,Crime|Drama|Thriller,7.30000019,63,"Mick Haller is a defense lawyer who works out of his Lincoln. When a wealthy Realtor is accused of assaulting a prostitute, Haller is asked to defend him. The man claims that the woman is ... See full summary »",178244,57980000,2011-03-18,204,275,1630,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,3,18,5
2009,2012,tt1190080,PG-13,158,Action|Adventure|Sci-Fi,5.80000019,49,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,291888,166110000,2009-11-13,1057,368,1358,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,11,13,5
2011,Rango,tt1192628,PG,107,Animation|Adventure|Comedy,7.19999981,75,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",190394,123210000,2011-03-04,339,363,2241,11,14,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature Film of the Year,0,,1,Best Animated Feature Film,1,Best Animated Film,1,Best Animated Film,0,,0,,1,Best Animated Feature,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,2,Best Animated Picture|Best Voice-Over Performance,3,Best Animated Picture|Best Voice-Over Performance|Best Voice-Over Performance,1,Best Animated Feature,1,Best Animated Feature,1,Favorite Animated Movie Voice,1,Favorite Animated Movie Voice,0,,0,,1,Best Edited Animated Feature Film,1,Best Edited Animated Feature Film,0,,0,,1,Best Animated Feature,1,Best Animated Feature,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,0,,0,,1,Best Animation,1,Best Animation,2011,3,4,5
2009,Up in the Air,tt1193138,R,109,Drama|Romance,7.4000001,83,"Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.",275955,83810000,2009-12-23,456,396,1319,10,67,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,6,Best Motion Picture of the Year|Best Performance by an Actor in a Leading Role|Best Performance by an Actress in a Supporting Role|Best Performance by an Actress in a Supporting Role|Best Achievement in Directing|Best Adapted Screenplay,1,Best Screenplay - Motion Picture,6,Best Screenplay - Motion Picture|Best Motion Picture - Drama|Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Director - Motion Picture,1,Best Screenplay - Adapted,6,Best Screenplay - Adapted|Best Film|Best Leading Actor|Best Supporting Actress|Best Supporting Actress|Best Editing,0,,3,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Supporting Role,1,"Best Screenplay, Adapted",8,"Best Screenplay, Adapted|Best Picture|Best Actor|Best Supporting Actress|Best Supporting Actress|Best Director|Best Editing|Best Acting Ensemble",0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,1,Best Adapted Screenplay,1,Best Adapted Screenplay,0,,1,Excellence in Contemporary Film,1,"Best Writing, Screenplay Based on Material from Another Medium",10,"Best Writing, Screenplay Based on Material from Another Medium|Best Picture|Best Actor|Best Supporting Actress|Best Supporting Actress|Best Breakthrough Performance - Female|Best Ensemble|Best Casting|Best Director|Best Titles Sequence",0,,5,Best Picture|Best Actor|Best Supporting Actress|Best Supporting Actress|Best Adapted Screenplay,0,,0,,0,,4,Film of the Year|Actor of the Year|Actress of the Year|Director of the Year,0,,1,Best Edited Feature Film (Dramatic),0,,0,,2,Best Supporting Actress|Best Adapted Screenplay,3,Best Supporting Actress|Best Adapted Screenplay|Best Film,1,Best Adapted Screenplay,7,Best Adapted Screenplay|Best Picture|Best Director|Best Actor|Best Supporting Actress|Best Supporting Actress|Best Acting Ensemble,0,,1,Best Supporting Actress,1,Best Actor,5,Best Actor|Best Supporting Actress|Best Film|Best Screenplay|Best Supporting Actress,1,Best Screenplay,3,Best Screenplay|Best Picture|Best Supporting Actress,2009,12,23,3
2012,The Bourne Legacy,tt1194173,PG-13,135,Action|Adventure|Mystery,6.69999981,61,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",239740,113170000,2012-08-10,517,440,1717,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2012,8,10,5
2009,Law Abiding Citizen,tt1197624,R,109,Crime|Drama|Thriller,7.4000001,34,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,223823,73340000,2009-10-16,432,214,1534,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,10,16,5
2011,Harry Potter and the Deathly Hallows: Part 2,tt1201607,PG-13,130,Adventure|Drama|Fantasy,8.10000038,87,"Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",571036,380960000,2011-07-15,821,472,211,12,26,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,Best Achievement in Makeup|Best Achievement in Visual Effects|Best Achievement in Art Direction,0,,0,,2,Best Special Visual Effects|Best Feature Film,5,Best Special Visual Effects|Best Production Design|Best Sound|Best Make Up & Hair|Best Feature Film,1,Outstanding Performance by a Stunt Ensemble in a Motion Picture,1,Outstanding Performance by a Stunt Ensemble in a Motion Picture,2,Best Sound|Best Makeup,5,Favorite Film Franchise|Best Sound|Best Makeup|Best Art Direction|Best Visual Effects,0,,0,,0,,0,,2,|Fantasy Film,2,|Fantasy Film,0,,0,,1,Excellence in Fantasy Film,1,Excellence in Fantasy Film,0,,6,Best Makeup and Hairstyling|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Best Cinematic Moment|Best Production Design,0,,0,,4,Favorite Movie|Favorite Action Movie|Favorite Book Adaptation|Favorite Ensemble Movie Cast,5,Favorite Move Fan Following|Favorite Movie|Favorite Action Movie|Favorite Book Adaptation|Favorite Ensemble Movie Cast,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Original Score,0,,0,,0,,0,,0,,0,,2011,7,15,5
2011,The Muppets,tt1204342,PG,103,Adventure|Comedy|Family,7.0999999,75,A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,76807,88630000,2011-11-23,253,399,3586,2,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Song",0,,0,,0,,2,"Outstanding Debut by a British Writer, Director or Producer|Best Feature Film",0,,0,,1,Best Song,4,Best Song|Best Song|Best Song|Best Comedy Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"Best Music, Original Song",5,"Best Music, Original Song|Best Music, Original Song|Best Music, Adapted Song|Best Music, Adapted Song|Best Music, Original Song",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,11,23,3
2014,Ouija,tt1204977,PG-13,89,Horror|Thriller,4.4000001,38,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,35549,50820000,2014-10-24,163,184,1065,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,10,24,5
2008,Gran Torino,tt1205489,R,116,Drama,8.19999981,72,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",581906,148090000,2009-01-09,878,365,1078,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,1,Best Original Song - Motion Picture,0,,0,,0,,0,,0,,1,Best Actor,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Film,0,,0,,0,,0,,0,,1,Best Actor,0,,0,,2009,1,9,5
2009,The Milk of Sorrow,tt1206488,,94,Drama|Music,6.69999981,68,"Fausta is suffering from a rare disease called the Milk of Sorrow, which is transmitted through the breast milk of pregnant women who were abused or raped during or soon after pregnancy. ... See full summary И",5693,10000,2009-02-13,25,74,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,2,13,5
2011,Moneyball,tt1210166,PG-13,133,Biography|Drama|Sport,7.5999999,87,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,291705,75610000,2011-09-23,317,423,1542,7,26,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,6,Best Motion Picture of the Year|Best Performance by an Actor in a Leading Role|Best Performance by an Actor in a Supporting Role|Best Achievement in Film Editing|Best Achievement in Sound Mixing|Best Adapted Screenplay,0,,4,Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Screenplay - Motion Picture|Best Motion Picture - Drama,0,,3,Best Adapted Screenplay|Best Leading Actor|Best Supporting Actor,0,,2,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role,1,Best Adapted Screenplay,3,Best Adapted Screenplay|Best Actor|Best Picture,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,0,,2,"Best Actor|Best Writing, Screenplay Based on Material from Another Medium",0,,1,Best Adapted Screenplay,0,,1,Favorite Drama Movie,0,,0,,0,,1,Best Edited Feature Film - Dramatic,1,Director of the Year,1,Director of the Year,0,,0,,1,Best Actor,2,Best Actor|Best Screenplay,2,Best Actor|Best Screenplay,2,Best Actor|Best Screenplay,2,Best Screenplay|Best Actor,2,Best Screenplay|Best Actor,0,,0,,2011,9,23,5
2013,The Lone Ranger,tt1210819,PG-13,150,Action|Adventure|Western,6.5,37,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",186987,89290000,2013-07-03,717,454,1417,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Achievement in Makeup and Hairstyling|Best Achievement in Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2013,7,3,3
2016,Doctor Strange,tt1211837,PG-13,115,Action|Adventure|Fantasy,7.80000019,72,A former neurosurgeon embarks on a journey of healing only to be drawn into the world of the mystic arts.,195124,231910330,2016-11-04,559,456,31,2,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,3,Best Production Design|Best Make Up/Hair|Best Achievement in Special Visual Effects,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,0,,6,Best Hair & Makeup|Best Visual Effects|Best Action Movie|Best Actor in an Action Movie|Best Actress in an Action Movie|Best Sci-Fi/Horror Movie,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,1,Excellence in Fantasy Film,0,,0,,0,,0,,0,,1,Favorite Year End Blockbuster,0,,0,,0,,0,,1,Visual Effects of the Year,1,Visual Effects of the Year,0,,0,,1,Best Visual Effects,2,Best Visual Effects|Best Science-Fiction/Horror Film,0,,0,,0,,0,,0,,0,,2016,11,4,5
2010,Hereafter,tt1212419,PG-13,129,Drama|Fantasy,6.5,56,"A drama centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",81846,32740000,2010-10-22,327,316,4007,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,10,22,5
2012,Lawless,tt1212450,R,116,Crime|Drama,7.30000019,58,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",191108,37400000,2012-08-29,281,355,693,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Editor of the Year,1,Editor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2012,8,29,3
2011,Cars 2,tt1216475,G,106,Animation|Adventure|Comedy,6.30000019,57,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,106052,191450000,2011-06-24,287,306,1668,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,1,Best Animated Feature Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Animated Movie Voice,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,6,24,5
2010,Leap Year,tt1216492,PG,100,Comedy|Romance,6.5,33,"Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",73925,10000,2010-01-08,183,133,1706,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,1,8,5
2012,Brave,tt1217209,PG,93,Animation|Adventure|Comedy,7.19999981,69,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",287228,237280000,2012-06-22,432,492,1353,3,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature,1,Best Animated Feature Film,1,Best Animated Feature Film,1,Best Animated Film,1,Best Animated Film,0,,0,,0,,2,Best Animated Feature|Best Song,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,3,Best Animated Picture|Best Voice-Over Performance|Best Voice-Over Performance,0,,1,Best Animated Feature,0,,0,,0,,0,,1,Best Edited Animated Feature Film,1,Best Edited Animated Feature Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Film,0,,0,,2012,6,22,5
2011,Limitless,tt1219289,PG-13,105,Mystery|Sci-Fi|Thriller,7.4000001,59,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",433929,79240000,2011-03-18,397,377,1035,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Titles Sequence,0,,0,,0,,1,Favorite Drama Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,3,18,5
2010,Resident Evil: Afterlife,tt1220634,R,97,Action|Adventure|Horror,5.9000001,37,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",135313,60130000,2010-09-10,411,252,587,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Horror Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,9,10,5
2009,I Am Love,tt1226236,R,120,Drama|Romance,7.0,79,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",14690,5000000,2010-07-23,114,180,,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Costume Design,0,,1,Best Foreign Language Film,0,,1,Best Film not in the English Language,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Foreign Language Film of the Year|British Actress of the Year,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Foreign Language Film,0,,0,,0,,0,,2010,7,23,5
